job_post_url,Company_Name,Address,City,State,Zip_Code,Phone,Fax,Contact_Person,Contact_Title,Legal_Structure,Year_Established,Business_Type,Certification_Type,Sales_Service_Area,Ownership
https://www.hawaiibids.us/hawaii-contractors/contractor-5703576-CHOICE-SHEETMETAL-LLC.htm,CHOICE SHEETMETAL LLC,1976 Hoolaulea St,Pearl City,Hawaii,96782-1721,808-671-3422,808-677-5422,Dean Muramoto,,LLC,2005,"Construction (90 %),  Service (10 %)","8(a), Small Disadvantaged Business, ",,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5784987-KASTNER-DESIGN-ASSOCIATES.htm,KASTNER DESIGN ASSOCIATES,2024b Ohai Ln,Honolulu,Hawaii,96813-1528,808-528-2266,808-566-0160,STEVE KASTNER,,,1982,"Manufacturing (95 %),  Service (5 %)",,,Veteran
https://www.hawaiibids.us/hawaii-contractors/contractor-5529592-CAD-PHOTOGRAMMETRIC-CONSULTANT.htm,"CAD PHOTOGRAMMETRIC CONSULTANTS, INC",941059 Leko Place,Waipahu,Hawaii,96797-4007,808-295-3033,808-627-0003,CRAIG K Taoka,President,,2000,"Construction (20 %),  Service (80 %)",,,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5456961-SHINCO-MANAGEMENT-INC.htm,"SHINCO MANAGEMENT, INC.",689 Kamehameha Hwy,Pearl City,Hawaii,96782-3222,808-454-5828,808-454-5830,ROBYN MAR,General Manager,Corporation,1995,"Construction (90 %),  Service (10 %)","8(a), Small Disadvantaged Business, ",,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5538396-GROUP-INC.htm,"GROUP 2, INC.",819 Moowaa St Ste 202,Honolulu,Hawaii,96817-4433,808-848-6781,808-841-3848,YAO,president,Corporation,1999,Construction (100 %),"HUBZone Certification, ",,"Asian Pacific American,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5499055-HAWAII-PACIFIC-CONCRET.htm,HAWAII PACIFIC CONCRETE AND PAVING INC,689 Kakoi St Ste B,Honolulu,Hawaii,96819-2015,808-834-5993,808-834-5949,EDWARD I KI,President,Corporation,1996,Construction (100 %),"8(a), Small Disadvantaged Business, ",,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5280099-U-S-PACIFIC-DEFENSE-LLC.htm,U.S. PACIFIC DEFENSE LLC,318 Kealahou St,Honolulu,Hawaii,96825-2854,808-954-9100,,DAVID TODD BERRYHILL,,LLC,2008,"Construction (10 %),  Manufacturing (10 %),  Research and Development (10 %),  Service (70 %)",,"Australia; Korea, Republic of","Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Service-Disabled Veteran,  Veteran,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5162146-ALL-NATURAL-STONE-FABRICATIO.htm,"ALL NATURAL STONE FABRICATION, INC.",74-555 Honokohau St,Kailua Kona,Hawaii,96740-2718,808-324-0410,808-324-7082,MARY DAVIS OWEN,,Subchapter S Corporation,2006,"Construction (50 %),  Manufacturing (50 %)","HUBZone Certification, ",,"Self-Certified Small Disadvantaged Business,  Economically Disadvantaged Women-Owned Small Business,  Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5145046-PROFESSIONAL-LANDSCAP.htm,"PROFESSIONAL LANDSCAPE MANAGEMENT, INC.",95-634 Hinalii St,Mililani,Hawaii,96789-2801,808-222-2230,,WILLIS SANCHEZ,,Corporation,1997,Service (100 %),,,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5189246-ISLAND-TRADITIONS-O.htm,"ISLAND TRADITIONS OF HAWAII, INC.",820 W Hind Dr #240040,Honolulu,Hawaii,96824-1801,808-845-6677 x3,808-845-6677,ROBERT L. JACKSON II,PRESIDENT,Subchapter S Corporation,1993,Manufacturing (100 %),,Italy; Japan,
https://www.hawaiibids.us/hawaii-contractors/contractor-5165859-HIGHTEK-HAWAII-LLC.htm,HIGHTEK HAWAII LLC,1044 Kaupaku Place,Honolulu,Hawaii,96825-1302,808-341-0954,866-247-6777,JAMES MASTERSON,,LLC,2007,Service (100 %),,,Veteran
https://www.hawaiibids.us/hawaii-contractors/contractor-5211474-CTA-HAWAII-INC.htm,"CTA HAWAII, INC.",45-116 Moakaka Pl,Kaneohe,Hawaii,96744-5342,808-234-2323,808-247-4897,MICHAEL R. MEYER,President,Corporation,1988,Service (100 %),,,
https://www.hawaiibids.us/hawaii-contractors/contractor-5226098-TRIBALCO-LLC.htm,"TRIBALCO, LLC",841 Bishop St Ste 726,Honolulu,Hawaii,96813-3900,301-652-8450,301-652-8451,MICHELE FRIEDMAN,,LLC,2004,"Construction (5 %),  Manufacturing (5 %),  Research and Development (5 %),  Service (85 %)","8(a), Small Disadvantaged Business, HUBZone Certification, ",Australia,"Native American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Tribally Owned Firm"
https://www.hawaiibids.us/hawaii-contractors/contractor-5222522-SERVICE-SERVICE-RESOURC.htm,SERVICE 2 SERVICE RESOURCE GROUP INC,94 1043 Kaaholo St,Waipahu,Hawaii,96797-1200,808-735-8848,877-850-2399,KATHERINE CADIENTE,,Corporation,2007,"Construction (50 %),  Service (50 %)",,,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5208697-Valoh-LLC.htm,"Valoh, LLC",2909 Waialae Ave Ste 8,Honolulu,Hawaii,96826-1833,808-734-2544,800-734-4317,Valerie Ohh,,LLC,2006,Service (100 %),,,"Asian Pacific American,  Other Minority Owned,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5375511-AWAKENING-LIVES-LLC.htm,AWAKENING LIVES LLC,1059 Kamehame Dr,Honolulu,Hawaii,96825-0000,310-995-3101,808-744-3021,PHYLISS FRANCIS WIGFALL,,LLC,2009,Service (100 %),,,"Black American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5372726-HAWAIIAN-PUMPING-SPECIALISTS.htm,HAWAIIAN PUMPING SPECIALISTS,99-1260 Iwaena St,Aiea,Hawaii,96701-3260,808-848-6511,848-848-6512,DIngo Sanchez,,LLC,2008,Service (100 %),,,"Hispanic American,  Other Minority Owned,  Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5441824-HAWAII-TRANSFER-COMPAN.htm,"HAWAII TRANSFER COMPANY, LIMITED",94-1420 Moaniani St,Waipahu,Hawaii,96797-4632,808-677-3111 x111,808-671-1585,CHRIS GRAY,,Corporation,1962,Service (100 %),,,"Asian Pacific American,  Other Minority Owned,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5435687-PSC-CONSULTANTS-LLC.htm,PSC CONSULTANTS LLC,94-547 Ukee St Ste 210,Waipahu,Hawaii,96797-4450,808-676-6677,808-676-7733,Derrick S Chan,,LLC,1999,Service (100 %),,,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5431774-ADVANCED-MICRO-IMAG.htm,"ADVANCED MICRO-IMAGE SYSTEMS HAWAII, INC.",525 Kokea St Ste B1,Honolulu,Hawaii,96817-4958,808-847-1544,,ROSEMARY I CHONG,PRESIDENT,Corporation,1982,"Manufacturing (50 %),  Service (50 %)",,,"Asian Pacific American,  Other Minority Owned,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5367359-PARADISE-LUA-INC.htm,PARADISE LUA INC.,91-255 Hanua Street,Kapolei,Hawaii,96707-1731,808-690-8116 x228,808-690-8119,JEANETTE GRACE,Vice President,,1994,Service (100 %),,,"Asian Pacific American,  Native Hawaiian Organization Owned Firm,  Other Minority Owned,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5998610-KALANI-ENTERPRISE-LLC.htm,KALANI ENTERPRISE LLC,46-270 Kahuhipa St A305,Kaneohe,Hawaii,96744-6085,808-554-8525,,KEVIN K Kalani,,LLC,2010,Service (100 %),,,"Asian Pacific American,  Other Minority Owned,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5232191-KEONE-KALI-LLC.htm,KEONE KALI LLC,303 Baldwin Ave,Paia,Hawaii,96779-9645,808-283-8464,800-928-1295,KEONE KALI,,LLC,2008,Service (100 %),"HUBZone Certification, ",,"Native American,  Native Hawaiian Organization Owned Firm,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5045657-MATSUMOTO-CLAPPERTO.htm,"MATSUMOTO & CLAPPERTON ADVERTISING, LLC",705 S King St Ste 104,Honolulu,Hawaii,96813-3029,(80-8)5-48-6,(80-8)5-48-0783,ED CLAPPERTON,,,2000,"Manufacturing (5 %),  Research and Development (5 %),  Service (90 %)",,Japan,
https://www.hawaiibids.us/hawaii-contractors/contractor-5728098-PERRY-MANAGEMENT-CORPORATIO.htm,PERRY MANAGEMENT CORPORATION OF SOUTH DAKOTA LLC,1585 Hau St 2nd Fl,Honolulu,Hawaii,96817-4914,808-847-4493,808-847-4494,HARLAND J PERRY,President,LLC,1999,"Construction (10 %),  Service (90 %)","8(a), Small Disadvantaged Business, HUBZone Certification, ",,"Native American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5164432-FREEMAN-ELECTRIC-L-.htm,FREEMAN ELECTRIC L.L.C.,68 3749 Mahina St,Waikoloa,Hawaii,96738-5214,808-938-0018,808-883-0555,FREEMAN BANGAY,,LLC,2004,Construction (100 %),,,"Asian Pacific American,  Native Hawaiian Organization Owned Firm,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5142798-BOWMAN-CONNECTIVITY-SOLUTION.htm,"BOWMAN CONNECTIVITY SOLUTIONS, INC.",94-480 Akoki St Ste 2,Waipahu,Hawaii,96797-2735,808-585-7999 x228,808-536-7444,DAVID YOKOI,,,2005,"Construction (80 %),  Service (20 %)","8(a), Small Disadvantaged Business, ",,"Native American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5328595-R-M-F-INC.htm,R M F INC,94 To 150 Leoleo St Ste 15a,Waipahu,Hawaii,96797-2271,808-677-7700,808-678-3955,RICHARD FURUTA,PRESIDENT,Subchapter S Corporation,1994,"Construction (85 %),  Service (15 %)","8(a), Small Disadvantaged Business, ",,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5494064-MODTECH-SOLUTIONS-LLC.htm,MODTECH SOLUTIONS LLC,758 Kapahulu Ave Ste 100,Honolulu,Hawaii,96816-1177,808-779-3102,808-779-3102,Ernesto Valentin,,LLC,2008,"Construction (5 %),  Service (95 %)",,,"Hispanic American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5329199-CB-TECH-SERVICES-INC.htm,"CB TECH SERVICES, INC.",5 Sand Island Accehi Rd Unit 102,Honolulu,Hawaii,96819-4905,808-848-0060,808-843-8801,FE BOCOBOC,President,Subchapter S Corporation,1995,Service (100 %),"HUBZone Certification, ",,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5329327-SAN-MIGUEL-PAINTING-DECORATION.htm,SAN MIGUEL PAINTING & DECORATION,16-2036 Moho St,Keaau,Hawaii,96749-1672,808-982-9897,,RALPH SAN MIGUEL,owner,Sole Proprietorship,1982,Service (100 %),"HUBZone Certification, ",,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5575167-LATIGO-CONSTRUCTION-INC.htm,LATIGO CONSTRUCTION INC,87 839 Farrington Hwy,Waianae,Hawaii,96792-3351,808-668-9006,808-668-8401,LU FABORITO,President,Corporation,1998,"Construction (80 %),  Service (20 %)","HUBZone Certification, ",,"Native American,  Other Minority Owned,  Service-Disabled Veteran,  Veteran,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5303891-AINA-ENVIRONMENTAL-GROU.htm,"'AINA ENVIRONMENTAL GROUP, INC.",99-1410 Koaha Pl Ste E,Aiea,Hawaii,96701-5604,808-842-4156,808-486-2488,SHAWN Wun,President,Subchapter S Corporation,1994,"Construction (40 %),  Service (60 %)","8(a), Small Disadvantaged Business, ",,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5486160-SOK-SU-INC.htm,SOK SU INC,303 Kalihi St,Honolulu,Hawaii,96819-3260,808-888-2895,808-888-2895,Sok Su Kim,,Subchapter S Corporation,2002,Construction (100 %),,,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5427081-ATLAS-STEEL-CORPORATION.htm,ATLAS STEEL CORPORATION,2234 Hoonee Pl Ste 1,Honolulu,Hawaii,96819-2030,808-841-6111,808-841-0455,ROBERT LEE,President,Corporation,2001,Manufacturing (100 %),"HUBZone Certification, ",,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5216655-MINATOISHI-PALUMBO-ARCHITECT.htm,"MINATOISHI PALUMBO ARCHITECTS, INC.",1429 Makiki St Ste 2-211,Honolulu,Hawaii,96814-0000,808-942-7474,808-942-7575,LORRAINE R MINATOISHI,,Subchapter S Corporation,2003,"Research and Development (50 %),  Service (50 %)",,Australia; Japan; Mexico; Spain; United Kingdom,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Economically Disadvantaged Women-Owned Small Business,  Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5333308-AYLWARD-ENTERPRISES-INCORPORATED.htm,"AYLWARD ENTERPRISES, INCORPORATED",99-782 Nahiolea St,Aiea,Hawaii,96701-3705,808-487-5090,808-488-5631,HENRY W. ALYWARD,PRESIDENT,Corporation,1996,"Construction (98 %),  Service (2 %)","8(a), Small Disadvantaged Business, HUBZone Certification, ",,"Asian Pacific American,  Other Minority Owned,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5424671-L-A-PAINTING-LTD.htm,"L A PAINTING, LTD",94295 Pupuole St Unit A,Waipahu,Hawaii,96797-2330,808-676-3738,808-676-3810,Lamberto Tapawan,President,Subchapter S Corporation,1991,Construction (100 %),"8(a), Small Disadvantaged Business, ",,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5394684-LAINE-K-YANAI.htm,LAINE K YANAI,410 Magellan Ave Apt 609,Honolulu,Hawaii,96813-1853,808-533-4905,808-533-4905,LAINE K YANAI,Owner,Sole Proprietorship,1992,Construction (100 %),"8(a), Small Disadvantaged Business, ",,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5986777-DRAIN-N-ROOTER-PLUMBIN.htm,"DRAIN-N-ROOTER PLUMBING, INC.",1007 Dillingham Blvd Ste 113,Honolulu,Hawaii,96817-4586,808-561-7622,808-842-4997,ERIC BAKER,,Corporation,2005,"Construction (70 %),  Service (30 %)","8(a), Small Disadvantaged Business, HUBZone Certification, ",,"Black American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5984269-TECHNICAL-INNOVATION.htm,TECHNICAL INNOVATIONS INC,51-349 Kamehameha Hwy,Kaaawa,Hawaii,96730-9810,808-237-8950,,ROBERT WHITTON,President,Corporation,1999,Service (100 %),,,"Service-Disabled Veteran,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5894449-CONTECH-ENGINEERING-INC.htm,"CONTECH ENGINEERING, INC.",900 N Nimitz Hwy Ste. 208,Honolulu,Hawaii,96817-6504,808-791-2008,808-838-7557,JONATHAN LIN,,,2004,"Construction (85 %),  Service (15 %)","8(a), Small Disadvantaged Business, ",,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5842018-Tsm-Enterprises-Inc.htm,"Tsm Enterprises, Inc.",3219 Ualena St,Honolulu,Hawaii,96819-1978,808-255-9848,808-255-9685,Alika K Ferreira,PRESIDENT,,1983,"Construction (80 %),  Manufacturing (20 %)","8(a), Small Disadvantaged Business, ",,"Asian Pacific American,  Native Hawaiian Organization Owned Firm,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5885551-ELECTRI-CITY-INC.htm,"ELECTRI CITY, INC.",46-117 Lilipuna Rd,Kaneohe,Hawaii,96744-3618,808-521-0902,808-521-0902,ROY J. YEE,PRESIDENT,Subchapter S Corporation,1979,"Manufacturing (90 %),  Service (10 %)",,,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5969994-ICON-CONSULTING-GROU.htm,"ICON CONSULTING GROUP, INC.",3049 Ualena St Ste 313,Honolulu,Hawaii,96819-4352,801-487-4043,801-487-4069,JYLL WATERS,Vice President of Construction,Corporation,1996,"Construction (60 %),  Research and Development (5 %),  Service (35 %)","8(a), Small Disadvantaged Business, HUBZone Certification, ",,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5862871-AKAHI-SERVICES-INC.htm,"AKAHI SERVICES, INC",96 -1367 Waihona St,Pearl City,Hawaii,96782-1971,808-791-8800,808-791-8956,W. R. ORIHUELA,President,Corporation,1971,"Construction (35 %),  Service (65 %)",,,Veteran
https://www.hawaiibids.us/hawaii-contractors/contractor-5810212-POMAIKA-I-TRANSPORT-SERVICE.htm,POMAIKA'I TRANSPORT SERVICES INC,99-139 Chester Way,Aiea,Hawaii,96701-3075,808-864-3037,808-485-4958,NAPELA T. GASPANG,,Corporation,2001,Service (100 %),,,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5928010-THURSTON-PACIFIC-INC.htm,THURSTON PACIFIC INC,1090 Mikole St,Honolulu,Hawaii,96819-2294,808-841-8585,808-843-1517,KATHLEEN K.S.L. THURSTON,President,Corporation,1997,Construction (100 %),"8(a), Small Disadvantaged Business, ",,"Native American,  Native Hawaiian Organization Owned Firm,  Other Minority Owned,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5943474-TRACE-INDUSTRIES-INC.htm,"TRACE INDUSTRIES, INC.",2688 Kilihau St Ste H,Honolulu,Hawaii,96819-2046,808-520-7461,808-834-5602,TRACY POEPOE,,Subchapter S Corporation,2004,"Construction (90 %),  Service (10 %)","8(a), Small Disadvantaged Business, HUBZone Certification, ",,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5762033-KREATIVE-KAMAAINA-ENTERPRISE.htm,"KREATIVE KAMAAINA ENTERPRISES, LLC",1804 Hart St,Honolulu,Hawaii,96819-3204,808-841-8731,808-842-5605,MARC MIYAHIRA,Managing Member,LLC,1999,"Manufacturing (75 %),  Service (25 %)","8(a), Small Disadvantaged Business, ",,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5925732-QUILLOPO-PAINTING-INC.htm,QUILLOPO PAINTING INC,98-723 Kuahao Pl Ste A11,Pearl City,Hawaii,96782-3103,808-485-1572,808-485-1594,Freda Quillopo,,,2004,"Construction (90 %),  Service (10 %)","8(a), ",,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5778321-PROJECTS-ENTERPRISE.htm,"PROJECTS ENTERPRISES, INC",2000 Democrat St,Honolulu,Hawaii,96819-2242,808-848-1900,808-848-1960,Todd Lawi,President,Subchapter S Corporation,2002,"Construction (90 %),  Service (10 %)","8(a), Small Disadvantaged Business, HUBZone Certification, ",,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5757534-Imua-Landscaping-Co-Inc.htm,Imua Landscaping Co Inc,96-1272 Waihona St Unit 12,Pearl City,Hawaii,96782-1977,808-456-1930,808-455-1891,TEVITA SALAKIELU,President,,1976,Service (100 %),,,"Asian Pacific American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5748742-HICERT-INCORPORATED.htm,HICERT INCORPORATED,550 Paokano Pl,Kailua,Hawaii,96734-3422,808-392-9669,808-262-1317,MARK TRAYLOR,,Corporation,2009,"Construction (1 %),  Research and Development (49 %),  Service (50 %)",,Japan,Veteran
https://www.hawaiibids.us/hawaii-contractors/contractor-5768598-DLM-LABOR-SERVICES-INC.htm,DLM LABOR SERVICES INC,330 Olomana St Apt C,Kailua,Hawaii,96734-2272,808-271-2952,808-261-4051,DAVID MONIZ,President,Corporation,1993,"Construction (20 %),  Service (80 %)","8(a), Small Disadvantaged Business, ",,"Hispanic American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5414413-ECONOMY-PLUMBING-SHEE.htm,ECONOMY PLUMBING & SHEET METAL INC,1029 Ulupono St,Honolulu,Hawaii,96819-4334,808-842-5100,808-848-2703,KENT MATSUZAKI,President,,1955,Construction (100 %),"Small Disadvantaged Business, ",,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5069958-KIM-GROUP-INC.htm,KIM GROUP INC.,1080 Ala Napunani St #312,Honolulu,Hawaii,96818-1786,808-861-0965,180-869-55305,SUNDANCE KIM,,Corporation,2005,"Construction (90 %),  Service (10 %)",,,"Native American,  Native Hawaiian Organization Owned Firm,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Service-Disabled Veteran,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5395288-TURNER-MARSHA.htm,"TURNER, MARSHA",1188 Bishop St Ste 803,Honolulu,Hawaii,96813-3303,808-585-8563,808-524-3274,marsha turner,Owner,,2001,Service (100 %),"8(a), Small Disadvantaged Business, ",,"Black American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business,  Economically Disadvantaged Women-Owned Small Business,  Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5864429-HO-AKEA-LLC.htm,HO`AKEA LLC,1003 Bishop St Ste 750 Pauahi Tower,Honolulu,Hawaii,96813-3429,808-539-3580,808-539-3581,DAWN N. CHANG,,LLC,2001,Service (100 %),,,"Asian Pacific American,  Native Hawaiian Organization Owned Firm,  Other Minority Owned,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5478924-BALLISTIC-INFLATABLE.htm,"BALLISTIC INFLATABLES USA, LLC",1354 Alewa Dr,Honolulu,Hawaii,96817-1201,808-595-5104,866-653-9185,Bill Young,,LLC,2002,"Manufacturing (80 %),  Service (20 %)",,Bangladesh; Kuwait; Malaysia,"Asian Pacific American,  Other Minority Owned,  Veteran"
https://www.hawaiibids.us/hawaii-contractors/contractor-5616980-MALAMA-MOVING-COMPAN.htm,"MALAMA MOVING COMPANY, LLC",624 Pumehana St Apt 1,Honolulu,Hawaii,96826-3824,808-699-4070,808-699-4070,Johnny Franklin,,LLC,2006,Service (100 %),,,"Black American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5625265-EMBROIDME-HONOLULU.htm,EMBROIDME HONOLULU,677 Ala Moana Blvd Ste 110,Honolulu,Hawaii,96813-5408,808-566-6561,866-833-3774,Mary K Whitworth,,Subchapter S Corporation,2012,,,,"Service-Disabled Veteran,  Veteran,  Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5732584-CHISTOPHER-SMITH-ASSO.htm,"CHISTOPHER, SMITH & ASSOC LLC",45-301 Akimala Pl 1070,Kaneohe,Hawaii,96744-2201,808-236-7054,808-247-9084,LARRY E. SMITH,,Sole Proprietorship,1998,"Research and Development (10 %),  Service (90 %)",,,
https://www.hawaiibids.us/hawaii-contractors/contractor-5731745-LUMI-INTERNATIONAL-LLC.htm,"LUMI INTERNATIONAL, LLC",1953 S Beretania St Ste 3d,Honolulu,Hawaii,96826-1340,808-949-6888,808-946-0111,YASUO OGAWA,President,LLC,2001,"Construction (10 %),  Research and Development (5 %),  Service (85 %)",,Japan,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5271051-STEPHEN-GREEN-ARCHITECTURE.htm,STEPHEN GREEN ARCHITECTURE,65-1118 Mamalahoa Hwy,Kamuela,Hawaii,96743-8431,808-217-5979,,STEPHEN GREEN,,LLC,2009,Service (100 %),,,
https://www.hawaiibids.us/hawaii-contractors/contractor-5252056-REDWOOD-MANUFACTURIN.htm,REDWOOD MANUFACTURING INC.,870 Kawaiahao St,Honolulu,Hawaii,96813-5208,808-791-9870 x865,808-593-0133,MICHEL MAEDA,,Subchapter S Corporation,2007,"Manufacturing (95 %),  Service (5 %)",,,"Asian Pacific American,  Other Minority Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5199962-Mac-Made-Easy-Inc.htm,Mac Made Easy Inc,767 Kailua Rd Ste 104,Kailua,Hawaii,96734-2842,808-781-7771,808-262-1102,Betty Markowski,,Subchapter S Corporation,1992,Service (100 %),,,"Women-Owned Small Business,  Woman Owned"
https://www.hawaiibids.us/hawaii-contractors/contractor-5257664-JENNINGS-ENGINEERIN.htm,"JENNINGS ENGINEERING, LLC",76 N King St Ste 204,Honolulu,Hawaii,96817-5644,808-537-1710,808-537-1036,SCOTT JENNINGS,,LLC,2007,Service (100 %),,,
https://www.hawaiibids.us/hawaii-contractors/contractor-5244952-Kaala-Souza-Trainin.htm,Kaala Souza Training & Consulting,328 Kawainui St Apt B,Kailua,Hawaii,96734-2487,808-228-7958,808-228-7958,JAMES KAALA SOUZA,,,1999,Service (100 %),,,"Native American,  Native Hawaiian Organization Owned Firm,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5145636-KAUAI-AIR-CONDITIONIN.htm,"KAUAI AIR CONDITIONING& REFRIGERATION, INC",1021 Kamalu Rd,Kapaa,Hawaii,96746-9747,808-822-2770,808-823-6440,Colby Ayonon,,,2003,"Construction (65 %),  Service (35 %)","HUBZone Certification, ",,"Hispanic American,  Other Minority Owned,  Self-Certified Small Disadvantaged Business"
https://www.hawaiibids.us/hawaii-contractors/contractor-5431059-HO-OHNA-ENTERPRISES-LTD.htm,HO-OHNA ENTERPRISES LTD,1043 Makawao Ave Ste 203,Makawao,Hawaii,96768-9468,808-573-6675,808-573-7506,ROBIN ROHRER,CEO,Subchapter S Corporation,2000,"Construction (25 %),  Manufacturing (10 %),  Research and Development (35 %),  Service (30 %)","Small Disadvantaged Business, ",,Woman Owned
